Player,Matches_Played,Total_Medals,Unique_Medals,Avg_Medals_Per_Match
ARCAN9NE LV420,1,13,3,13.0
ARCANE ZERO,2,62,12,31.0
ARCANGE093,1,13,7,13.0
ARCHKNIGHT96,1,9,8,9.0
ARCTX1994,1,2,2,2.0
ARD0AB,1,7,4,7.0
ARE YOU WATCHIN,1,2,2,2.0
ARESincarnate92,2,28,6,14.0
ARI FIRE FERRET,3,10,7,3.33
ARI5T0TLE,1,2,2,2.0
ARIES IMMORTAL,1,7,5,7.0
ARIES spartan,1,2,2,2.0
ARK OF STORMS,1,2,2,2.0
ARK666ANGEL372,2,2,2,1.0
ARKTIK ZERO,2,24,7,12.0
ARM BM,1,18,5,18.0
ARMAG3Dd0N Jnz,1,14,9,14.0
ARMAGEDD0N01,2,19,6,9.5
ARMO THE DON,4,54,16,13.5
ARMORED RAMPAGE,1,5,4,5.0
ARMT Cpt,1,14,2,14.0
ARMY 5OULJAH,1,11,4,11.0
ARMYSLAYER X185,1,11,6,11.0
ARNAKIN 75,1,5,4,5.0
ARNIE CHINGON,2,21,12,10.5
AROB2432,1,8,7,8.0
AROD LIVE,1,7,4,7.0
AROUND11INCHES,2,12,8,6.0
ARRQW,3,60,18,20.0
ARSALA X,1,5,3,5.0
ARTAX ZEAL,1,4,3,4.0
ARTEMUS XI,2,16,9,8.0
ARTHOR117,1,7,5,7.0
ARTUROSEJOVI,18,248,11,13.78
ARTY 1 MANPARTY,1,2,2,2.0
ARX160,6,76,13,12.67
ARandmGrnade,1,14,5,14.0
ARedRobotPony,1,10,4,10.0
ARmoneyshott,1,5,2,5.0
ARunawaymonkey,1,4,3,4.0
ARx28xrobstown,3,6,5,2.0
AS KiILLeur,1,11,9,11.0
AS1A,2,14,7,7.0
ASAP B11,1,3,3,3.0
ASAP BANE,2,14,7,7.0
ASAP BULLSEYE,2,22,14,11.0
ASAP DoughBoy 8,1,4,4,4.0
ASAP Eric,1,19,10,19.0
ASAP Indian,1,9,4,9.0
ASAP NOEL,1,23,13,23.0
ASAP Randyy,1,7,4,7.0
ASAP Smokes,1,7,2,7.0
ASAP T Nick,1,13,5,13.0
ASAP TUGG,8,71,17,8.88
ASAPFanatic,1,11,2,11.0
ASAPlegion,2,39,5,19.5
ASC Killer,1,16,10,16.0
ASCENDNCE,1,21,8,21.0
ASESINO 98,2,8,4,4.0
ASHLEYAN,1,16,6,16.0
ASHTORETHES,1,5,1,5.0
ASMALLMEATHORN,1,15,9,15.0
ASMITH07,1,10,6,10.0
ASNEAKYGUNIT,1,30,11,30.0
ASP Helm,2,49,18,24.5
ASP360Scorp,1,17,5,17.0
ASPECT 760,2,10,6,5.0
ASS4SSINATED117,1,7,4,7.0
ASSASSIN 787,1,13,10,13.0
ASSASSIN RICHI3,1,27,12,27.0
ASSASSIN11769,1,27,12,27.0
ASSASSIN1958,1,9,4,9.0
ASSASSINS NOBLE,1,4,4,4.0
ASSASSINX77,1,18,4,18.0
ASSASSYN X,1,12,8,12.0
ASSESIN 98,1,3,3,3.0
ASTAROTHS NUG,5,70,19,14.0
ASTRO GOD OG,1,12,8,12.0
ASTRONAUTxBISON,1,6,6,6.0
ASU GURU,1,25,12,25.0
ASadFatDragon,1,3,3,3.0
ASapFRED,1,10,9,10.0
ASavoryCookie,1,8,6,8.0
ASchramm,4,24,8,6.0
ASmooth Operata,1,10,8,10.0
ASoberIrishman,1,2,1,2.0
ASparkedFire,2,10,7,5.0
ASt3althyFalcon,1,10,9,10.0
AStrawberryJam,1,8,5,8.0
AStupidFlamingo,1,16,11,16.0
AT AT Pilot,1,11,9,11.0
AT THA DON WON,2,32,12,16.0
AT THE KILLA,2,28,16,14.0
AT WILL 2703,60,875,51,14.58
ATA Fighter,1,24,7,24.0
ATARI in HD,3,28,10,9.33
ATARIONE1,2,22,8,11.0
ATC HURLEY,1,6,2,6.0
ATCwarEAGLE,2,14,9,7.0
ATDclon,1,9,6,9.0
ATEM16,1,5,3,5.0
ATG2121,1,10,8,10.0
ATH1RST4REVENGE,1,6,3,6.0
ATHF II MeatWad,8,243,40,30.38
ATK Blackdawn,1,5,3,5.0
ATK brucespruce,1,17,6,17.0
ATL SHIN0BI,8,57,21,7.12
ATLAS211,1,13,12,13.0
ATLB0I404,1,5,4,5.0
ATMOSPHERE DFA,1,13,9,13.0
ATMisMONEY,1,12,8,12.0
ATO Frostbite,1,7,5,7.0
ATO Killjoy,2,38,7,19.0
ATOM IS DA BOMB,11,46,15,4.18
ATOMIC MOTHER,1,2,2,2.0
ATOMtoADAM,1,4,4,4.0
ATPVicePrez,1,20,11,20.0
ATR KingChalupa,1,5,1,5.0
ATR xxTBAGxx,5,30,3,6.0
ATRAINo86,1,5,3,5.0
ATS FRANKYBONES,2,10,3,5.0
ATS uNcL3 5aM,1,10,4,10.0
ATTACKxATTACK33,1,15,6,15.0
ATTH3GATES187,2,24,6,12.0
ATX 512 HUSTLA,1,15,9,15.0
ATX AFROMAN,1,10,7,10.0
ATX DBird,10,94,18,9.4
ATX MIST,1,5,4,5.0
ATX l BOMBAX l,2,11,4,5.5
ATXDutch08,1,13,7,13.0
ATurtleHurdler,1,3,3,3.0
AU Moji,1,15,3,15.0
AUSMANOVRIEREN,6,31,12,5.17
AUSTIN00024,1,7,6,7.0
AUSTIN190,1,4,2,4.0
AUTOBOT100TH,1,3,3,3.0
AUTOSLAG,1,17,12,17.0
AUUSSTOO,1,4,2,4.0
AUUltimate23,1,10,7,10.0
AV Snake,2,26,9,13.0
AV8B MECHANIC,2,24,12,12.0
AVALANCHE5332,1,9,4,9.0
AVALONDEANKING,1,9,6,9.0
AVC OF WAR,1,20,7,20.0
AVENGED7FOLDXox,1,2,2,2.0
AVFC Gharperrrr,1,12,8,12.0
AVM14,4,32,10,8.0
AVNATION5,1,7,5,7.0
AVOiD DUNNe,2,41,6,20.5
AVP 2113,1,4,2,4.0
AVP 813,1,7,5,7.0
AVerySweatyFart,1,11,7,11.0
AViciousBongRip,1,13,3,13.0
AW3SOMO 88,1,4,2,4.0
AWB463,1,6,3,6.0
AWC Soulripper,1,3,3,3.0
AWDITOUR,1,10,7,10.0
AWESOMEMAN 1127,1,14,6,14.0
AWESOMENESS 576,1,12,2,12.0
AWESOMExxPOSSUM,2,32,7,16.0
AWFULROFLWAFFLE,2,15,11,7.5
AWIWII x2,1,4,3,4.0
AWKWARDJAGUAR99,1,3,2,3.0
AWKWARDxTURTL3,1,14,3,14.0
AWSOMEDUDE12343,1,3,3,3.0
AWWWWW YOU KNOW,2,21,12,10.5
AWhisper1ng Eye,1,37,12,37.0
AWizzyWalk,4,43,8,10.75
AWoundedUnicorn,1,3,1,3.0
AWxShowtime13,1,6,4,6.0
AXEL R4,2,9,7,4.5
AXEL XVII,2,42,14,21.0
AXEL3122,2,8,7,4.0
AXELHACKXD58,4,49,10,12.25
AXEMURDER313,16,159,36,9.94
AXIS v,1,14,6,14.0
AXL ROSE no 1,1,8,6,8.0
AXiS ALiVE,1,21,5,21.0
AXlALMATT,1,24,10,24.0
AY3 BAYBAY,1,3,3,3.0
AY747,1,17,10,17.0
AYB Doomsday,1,6,5,6.0
AYO DREKOE,1,6,4,6.0
AYOOCHICHO,3,14,7,4.67
AYRE,3,51,22,17.0
AYRE FORCE 1,4,47,22,11.75
AZ CHiNO,2,22,5,11.0
AZ JUMPMAN 23,1,5,5,5.0
AZBearDown57,1,19,12,19.0
AZN DECIMATION,1,13,7,13.0
AZOMBIE8MYFACE,1,5,4,5.0
AZT3C L3GEND,1,5,5,5.0
AZTEK W,1,11,3,11.0
AZWEN BLACK,1,4,4,4.0
AZchristian,1,4,3,4.0
AZmegadeth88,1,1,1,1.0
AZs FINESTT,1,4,4,4.0
AZxSIL3NTPHX,4,22,8,5.5
Aa Bb Ccasper,1,3,2,3.0
AaFa09,1,9,5,9.0
AaLEXIS 011,3,19,10,6.33
AaS HellRaiser,3,10,5,3.33
AaXxGOVENATORxX,1,12,9,12.0
Aaaye Wise Guy,1,2,2,2.0
Aahmiral,3,49,16,16.33
Aaimxbot,1,22,10,22.0
AalphaMan58,1,19,12,19.0
Aan9el,2,20,8,10.0
Aarino117,1,2,2,2.0
AaroN iz LeGiiT,1,1,1,1.0
Aaron,1,8,5,8.0
Aaron Reavis,1,4,2,4.0
Aaron So Icy,1,8,5,8.0
AaronAlmighty07,1,8,6,8.0
Aaronbebe,2,21,13,10.5
Aaronshy,1,5,3,5.0
Aaronvv,4,28,11,7.0
Aaschli,2,26,5,13.0
Ab4ndonAllShips,1,4,2,4.0
AbIGoR eH,2,10,4,5.0
AbIe too,2,21,10,10.5
AbN Mercenaire,1,19,10,19.0
AbNormaL StunaH,1,14,8,14.0
AbR Fragtale,1,6,4,6.0
AbR TrojaN,2,35,16,17.5
AbUnChOfPoThEdz,1,20,5,20.0
Abacass2,1,3,3,3.0
Abacoot,4,80,8,20.0
AbagFULLofWANGS,1,26,8,26.0
Abandond 3gg,1,11,7,11.0
AbaseBen,1,15,9,15.0
AbashedBeret641,5,114,13,22.8
Abbrupt 1Smurf,1,17,2,17.0
AbdulazizX95X,1,21,11,21.0
Abduln21,2,24,7,12.0
Abe Dogg,1,2,2,2.0
Abe Lincoln5000,2,21,7,10.5
AbeNiebla117GT,5,21,11,4.2
Abel547,9,35,12,3.89
Abena2009,1,2,2,2.0
Aberatex,6,78,7,13.0
AbhoredSHOT,1,4,4,4.0
Abicinate,1,21,8,21.0
Abid,1,36,14,36.0
Abilitiess,5,41,13,8.2
Abillister,1,15,9,15.0
AbimaelDavid112,1,14,10,14.0
Abingo xd,1,9,5,9.0
Abiter 6150,1,2,2,2.0
Abject Tangent,1,29,14,29.0
AblazeSANDMAN,5,34,16,6.8
AbleSiamang1938,1,9,7,9.0
Ableskivers,2,43,15,21.5
Abner RAM,1,5,3,5.0
Abner421,1,5,5,5.0
AbolishedSword,1,3,3,3.0
AbolishedTube94,1,7,4,7.0
AbomasalGoat213,1,5,4,5.0
Abomb47IA,1,10,5,10.0
Abominable Fear,1,3,2,3.0
AboundingEnd75,2,9,5,4.5
About 14 Pandas,1,6,2,6.0
About 28 Kids,2,14,5,7.0
About 9 Kittens,1,13,3,13.0
About10 ZOMBIES,1,12,11,12.0
About200Llamas,1,7,2,7.0
About307Blacks,3,29,6,9.67
About307Midgets,44,666,21,15.14
AboutAtumis18,1,7,4,7.0
AboveDeLeTiOn,1,10,5,10.0
Abra EU,2,7,5,3.5
Abraham 117a94,1,8,5,8.0
AbrahamLincolnn,1,6,4,6.0
Abras Mum,2,9,7,4.5
Abrasive BenZ,3,71,23,23.67
AbrasiveTony,2,24,9,12.0
Abraxas FTW,1,8,3,8.0
Abraxas7up,1,43,18,43.0
AbridgedTurtle,1,2,2,2.0
Abrupt Skills,1,10,7,10.0
Absence Of God,6,49,18,8.17
AbsentCross,1,4,3,4.0
Absolation,2,20,11,10.0
Absolut Prodigy,1,4,2,4.0
Absolute Times,1,11,7,11.0
AbsoluteDeath22,2,22,9,11.0
AbsoluteMitness,1,3,2,3.0
AbsoluteReaper9,1,31,15,31.0
Absolutefozzy,3,11,9,3.67
Absolutely,2,31,8,15.5
Absolution1328,1,20,13,20.0
Absorptionn,1,3,1,3.0
AbstractCone70,1,5,3,5.0
AbstractREcon,1,7,5,7.0
AbstractReality,1,5,3,5.0
AbstruseWinner2,1,5,4,5.0
Abszolute,1,7,1,7.0
AbuSedElf,1,13,7,13.0
AbuckFIFTY5,3,74,23,24.67
AbundantBook595,1,13,7,13.0
AbundantCash420,1,3,2,3.0
Abuod 360,1,10,5,10.0
AbusementPark23,1,9,3,9.0
AbusingRumble28,1,6,6,6.0
AbusivesT3baN,1,7,5,7.0
Abusivestevie,1,5,4,5.0
Abuwtiyuw,2,30,3,15.0
Aby3131,1,2,2,2.0
Abyss Watchers,2,16,9,8.0
AbyssAssassin75,1,2,2,2.0
Abyssianknight,3,27,17,9.0
AbzG18,1,2,1,2.0
Ac1dic Try Hard,3,27,5,9.0
Ac7ionMann,2,38,14,19.0
AcENaStY209,1,3,1,3.0
AcHiLLeSxStAnD,1,2,2,2.0
AcIang,3,35,10,11.67
AcKTioNl,4,45,16,11.25
AcL Dissipate,1,21,12,21.0
AcTiVeXReCoN,1,4,3,4.0
AcTiv Meszo,1,21,4,21.0
AccaBelieveIt,2,25,11,12.5
Accelarater,2,29,13,14.5
Accelenater,1,15,6,15.0
Acceleradiant,4,69,28,17.25
Accelerate nT,1,4,3,4.0
Acceleratxon,1,3,3,3.0
AccidentalArson,1,1,1,1.0
AccidentalNoobs,3,33,9,11.0
AccnologiaxD,1,12,4,12.0
Accolade I am,1,5,2,5.0
Accretus,4,25,9,6.25
Accuracy Queued,3,29,15,9.67
Accurate Toast,1,1,1,1.0
AccurateGoose32,1,9,3,9.0
AccurateJackson,2,18,6,9.0
AccusingKitty,1,19,7,19.0
Ace BGI,1,28,14,28.0
Ace Dolo,2,8,5,4.0
Ace Fakster,2,4,2,2.0
Ace Mono,2,24,5,12.0
Ace Obsidien,1,17,10,17.0
Ace Plasma,1,1,1,1.0
Ace Revolution,1,3,3,3.0
Ace Rider 2003,1,17,11,17.0
Ace The Weirdo,1,21,12,21.0
Ace Wubstep,1,19,5,19.0
Ace the master5,1,1,1,1.0
Ace x Defiant x,1,8,6,8.0
Ace x Tragedy x,1,16,6,16.0
Ace xZe7ax,1,12,8,12.0
Ace15,1,5,4,5.0
Ace4Ecua,1,1,1,1.0
AceAdventure,1,3,3,3.0
AceAffliction,1,8,6,8.0
AceBloodRaven,1,3,3,3.0
AceBrontide,1,5,4,5.0
AceCom4tblyNumb,1,2,2,2.0
AceDomenico,5,76,16,15.2
AceHunter243,1,4,3,4.0
AceLeader132470,1,8,6,8.0
AceMarine01,1,12,9,12.0
AceSekoundes,1,12,6,12.0
AceShadowOmega,5,49,18,9.8
AceTheWolves,2,9,5,4.5
AceUpMySleeve88,1,1,1,1.0
AceX22,1,4,2,4.0
Aceitunoooo,1,17,4,17.0
Acelegend117,10,170,13,17.0
Acelity,1,3,2,3.0
Aceman Thund3r,1,6,5,6.0
Acenday,1,13,9,13.0
Aceofgamers,2,33,12,16.5
Acerbus 88,1,5,4,5.0
Acerbus light,1,6,3,6.0
Acerr1,3,58,18,19.33
Aces High45,1,17,4,17.0
Aces Savvy,2,51,25,25.5
Aces Strafe,1,13,5,13.0
Acey xo,27,452,46,16.74
Ach1IIes,2,13,7,6.5
AchedMadhatter,1,9,6,9.0
Acheesement,1,25,11,25.0
AchiIIes,2,11,4,5.5
Achievements PS,1,10,5,10.0
AchilIess,3,74,21,24.67
Achilles 1AD,1,17,10,17.0
Achilles GMK,3,37,13,12.33
Achilles Qc,3,23,11,7.67
Achilles6257,1,11,8,11.0
Achilles750BCE,1,7,5,7.0
AchillesFIVE09,1,20,10,20.0
Achillezbak,2,40,15,20.0
Achillezz,1,3,2,3.0
Achillinidas420,1,11,9,11.0
Achills408,1,15,2,15.0
Aci 720 v2,1,13,5,13.0
AciDiK RaiN,1,7,6,7.0
AciclicINQUI,1,16,9,16.0
Acid Ascends,5,46,11,9.2
Acid Burn541,1,11,8,11.0
Acid Red Ginger,3,31,18,10.33
Acid likes boys,1,17,12,17.0
Acid630Rain,2,33,16,16.5
AcidSea,1,6,5,6.0
Acidhex,1,2,1,2.0
Acidic Swag,3,17,12,5.67
AcidicSphere626,3,13,9,4.33
Acidroyalty23,1,1,1,1.0
AcientStew88,1,21,11,21.0
Aclpach11,1,6,5,6.0
Acoe333,1,9,5,9.0
Acoustic F0X,1,11,7,11.0
AcquiredMouse80,1,5,4,5.0
Acqusition,3,24,9,8.0
AcridTj,1,4,3,4.0
Acro Kush,22,252,32,11.45
AcroNinja,1,2,1,2.0
Acronis 234,1,12,7,12.0
AcroosTiiC,1,1,1,1.0
Across Elmo,2,27,14,13.5
Acrux333,2,3,2,1.5
Act Like,2,18,10,9.0
ActedNewmann,1,9,6,9.0
ActingCoronet62,1,10,5,10.0
ActingLawyer110,2,45,20,22.5
ActionClub,2,20,11,10.0
ActionJackson71,1,2,2,2.0
Actionman 42,1,7,6,7.0
Activate Turbo,1,18,11,18.0
Active ReIoad,1,2,2,2.0
ActiveWavee,1,27,12,27.0
Actual231,1,9,5,9.0
ActualBreck,1,10,7,10.0
ActuatedThread0,2,10,5,5.0
Actxve,1,6,5,6.0
Acupla,1,1,1,1.0
Ad As7ra,2,22,8,11.0
Ad Vict0ri4m,1,7,2,7.0
Ad3laid,1,8,2,8.0
AdReNaLiNe iP,1,13,5,13.0
AdRi4nTrIFOrc3,1,3,3,3.0
Ada Somnium,1,11,9,11.0
Adam Bomb 316,1,11,9,11.0
Adam Mc,1,5,3,5.0
Adam Miceli,1,20,10,20.0
Adam Saunderz,68,615,43,9.04
Adam Watsxn,2,5,4,2.5
Adam of 360,1,2,2,2.0
AdamE667,1,6,2,6.0
AdamKiller1998,1,4,3,4.0
AdamLAcrocs98,1,29,12,29.0
AdamPlayingXbox,1,2,2,2.0
AdamRN16,1,2,1,2.0
Adamantium612,1,10,4,10.0
Adamar Lives,1,33,8,33.0
Adamenater,2,35,12,17.5
Adamo0o,1,21,5,21.0
AdamsCore XOF,1,5,5,5.0
AdamsFUNKYfresh,3,58,8,19.33
Adapa Oannes,2,23,12,11.5
AdaptableComic3,2,14,6,7.0
AdaptingChaos,1,17,8,17.0
Adaptory,5,105,28,21.0
Add Passi0n,2,6,3,3.0
Add for octagon,2,22,12,11.0
Adderall 30mgs,1,10,6,10.0
AdderallJamal,1,5,5,5.0
AddiCt3d 2CHa0s,1,2,2,2.0
AddicTioNation6,1,15,11,15.0
Addict Bafia,1,2,2,2.0
AddictiedOwl,1,7,6,7.0
Addictlon,1,3,1,3.0
AddonIs the kid,1,5,4,5.0
Addvurt,1,12,5,12.0
Addy,47,768,15,16.34
Addy Advanced,1,10,5,10.0
Adelbombs,1,9,4,9.0
Adelyss,4,61,7,15.25
Adept Calamity,1,15,7,15.0
Adept Dignitary,1,4,2,4.0
Adept Divinity,2,37,7,18.5
Adept Prophecy,1,9,3,9.0
Adept WaRRaNT,2,21,9,10.5
AdeptGerardo,1,21,9,21.0
AdeptTyler,2,30,12,15.0
AdeptusTemplars,1,5,3,5.0
Adevroy98,1,13,8,13.0
AdiZero FC,1,12,7,12.0
Adict Bixis,1,21,4,21.0
AdictosKREW,1,5,3,5.0
Adisx sP,1,9,1,9.0
AdjacentBias,1,9,5,9.0
AdjacentMaple82,1,19,12,19.0
AdjustingNinja,1,12,3,12.0
Admiral Corndog,1,30,10,30.0
Admiral Fluckey,1,2,1,2.0
Admiral Gibbs,1,2,2,2.0
AdmiralAntilles,1,28,12,28.0
AdmiralPB,1,9,3,9.0
AdmiralSquid832,2,9,6,4.5
AdmiralTrevMan,4,67,9,16.75
Admire Dew,2,16,8,8.0
Admire Quality,3,17,10,5.67
AdmitNone,1,3,3,3.0
Adol Specter,1,2,2,2.0
AdomBombUrMom,1,9,8,9.0
Adonai Reigneth,1,13,6,13.0
Adonis 3391,1,18,10,18.0
Adorkable Clown,3,29,8,9.67
Adqm,1,4,2,4.0
AdreN0lyn,1,41,10,41.0
AdrenalJonathan,2,20,11,10.0
AdrenalinCrysis,1,2,2,2.0
AdrenalineTJ23,1,2,2,2.0
Adri4n g4rci4,3,46,11,15.33
Adrian TX,3,36,14,12.0
AdrianSotoo,3,44,6,14.67
Adrifted,16,206,31,12.88
AdroiTWOZ,1,10,4,10.0
Adroit Zero,1,6,6,6.0
Adub fffffftt,1,7,4,7.0
Adumbomb,1,19,8,19.0
Adun Nostrom,19,320,52,16.84
AdustGibbon605,5,108,27,21.6
AdustGoat885787,1,18,10,18.0
Advance Orbit,2,12,8,6.0
AdvanceLeech118,1,9,8,9.0
AdvancedMudkip9,1,6,3,6.0
Advent Cynic,2,13,5,6.5
Advent Legend,2,25,10,12.5
AdventurerCoop,1,1,1,1.0
Adverrsary,1,14,9,14.0
AdverseReaction,1,2,2,2.0
AdverseSplash65,1,9,5,9.0
Adversitive,1,20,10,20.0
Advirsery,1,8,5,8.0
AdvocatOfSolace,7,39,18,5.57
AdvokitKidd,1,15,6,15.0
Adzdadz,1,27,12,27.0
AeRa Scar,1,11,5,11.0
AeRoH Emp3rad0R,1,4,2,4.0
AeS Poseidon,1,6,4,6.0
Aeacos,1,11,7,11.0
Aegis Dawn,1,4,2,4.0
Aegis EU,1,6,2,6.0
Aegis QQ,1,14,9,14.0
Aegis of Sparta,2,7,4,3.5
AegisVertigo257,2,35,20,17.5
Aegor Targaryen,1,13,7,13.0
Aeolis32,1,10,6,10.0
AeonBloodDragon,2,64,23,32.0
Aeons of Blight,2,8,7,4.0
AeriaL Infamous,3,16,9,5.33
AeriaL Khaos,1,8,5,8.0
Aerial Ace FiM,1,12,10,12.0
Aero Goobber,1,7,4,7.0
AeroAce,1,5,5,5.0
AeroDT,1,7,2,7.0
AeroZz13,1,7,5,7.0
Aerolix,1,17,10,17.0
Aeroperez37,1,14,10,14.0
Aerrosis,1,15,11,15.0
Aesaus,1,16,3,16.0
AescioTheArcher,1,12,9,12.0
AestheticsBeast,1,5,5,5.0
Afatassunicorn,1,21,6,21.0
AffectedStatue,2,18,8,9.0
AffectiveBrush8,1,8,4,8.0
AffirmedArc4572,1,6,5,6.0
Afflicted dR,2,6,4,3.0
AfflictedMelody,1,8,1,8.0
Affliction I Am,1,10,4,10.0
Affliction Rb,1,6,4,6.0
Affliction0318,1,13,6,13.0
Affrayer,1,10,5,10.0
AfghanAlleN95,1,19,8,19.0
AfghaniSAND,1,18,11,18.0
AfitNoob,1,3,3,3.0
Afkorno18,1,7,5,7.0
Aflacidwhale,1,8,5,8.0
Aflixes,3,30,14,10.0
AfloatTech4,1,9,6,9.0
AforesaidSum37,1,11,4,11.0
Afro Broccoli,1,17,13,17.0
Afro1013,1,14,6,14.0
AfroHo L08,1,7,6,7.0
AfroSends,1,10,8,10.0
AfroThunda777,1,11,8,11.0
Afronaught64,1,14,8,14.0
Afroninja 3,4,20,8,5.0
Afrosoldier225,1,3,2,3.0
AftSLIPKNOT,1,3,3,3.0
After4lif,1,17,4,17.0
AfterChipmunk0,2,12,6,6.0
AfterLife2222,3,39,3,13.0
AfterMath Sucks,2,20,10,10.0
AfterMath TV,9,136,24,15.11
Aftermxth,4,79,23,19.75
Afterr Midnight,2,29,14,14.5
AftmostWord3451,5,52,19,10.4
Ag0g0,3,42,21,14.0
Ag3ntTye,1,15,7,15.0
Ag3ntW4sh1ngt0n,2,22,5,11.0
AgGaLeEz,2,17,8,8.5
AgL Legendere,1,5,2,5.0
AgL LightAngeL,1,16,7,16.0
Agacana,1,2,2,2.0
Again Dry,1,3,3,3.0
AgatePower,1,11,5,11.0
Agbwbreh,4,19,8,4.75
Age 0f Serenity,1,22,13,22.0
Age GodzZ,2,37,9,18.5
Agenda21NWOSCUM,1,8,4,8.0
Agent 00N7,1,1,1,1.0
Agent 357,1,29,18,29.0
Agent BK51,2,23,12,11.5
Agent Cryptex,3,13,7,4.33
Agent Deak,1,24,9,24.0
Agent Fluffers,1,10,5,10.0
Agent Of Dread,1,15,9,15.0
Agent Of Havoc,1,6,4,6.0
Agent SideBurns,2,43,12,21.5
Agent Sunny D,1,8,6,8.0
Agent Syrus,1,15,12,15.0
Agent Teri 2,1,14,6,14.0
Agent Xeto,1,19,6,19.0
Agent11k,1,8,3,8.0
AgentK33,1,3,3,3.0
AgentMaine67,1,6,5,6.0
AgentNorthDkota,1,2,2,2.0
AgentOObubynuby,1,17,6,17.0
AgentPaperCraft,4,37,15,9.25
AgentSkulls,1,15,7,15.0
AgentTEX41,1,3,3,3.0
Agente360,1,4,2,4.0
Aggressive Meat,1,26,5,26.0
Aggrevates,1,7,6,7.0
Aggro621,2,11,6,5.5
AgileBeef,2,14,5,7.0
AgileDragoon10,1,19,9,19.0
AgingBiscuit72,1,13,9,13.0
Agitated Slinky,1,6,3,6.0
AgitatedMule,1,12,11,12.0
AgitativeDread4,1,11,7,11.0
Agly Ayala,25,134,25,5.36
Agmarr,1,3,2,3.0
AgonyElite,2,13,6,6.5
AgonySever,1,20,10,20.0
Agro Goat,1,7,5,7.0
Aguila Avenger,2,12,4,6.0
Aha BAZINGA i,1,23,5,23.0
AhaloAskewed,1,19,6,19.0
AhhSooFluffy,1,5,3,5.0
Ahhimakillya902,1,20,4,20.0
AhnanD,1,17,8,17.0
Ahoix666,1,1,1,1.0
Ai Armitex,9,70,14,7.78
Ai Keet,14,141,25,10.07
Ai Skyla,5,23,5,4.6
Ai Stroke,3,16,6,5.33
AiIuro,1,13,3,13.0
Aibolit MD,1,16,5,16.0
Aidan5806,1,6,3,6.0
AidanPrime05,1,14,11,14.0
AidanPro1892,2,16,10,8.0
Aidanmutch32,1,1,1,1.0
AidedFern1,1,4,3,4.0
Aiden Ark,1,2,2,2.0
Aidsthegr8,2,24,12,12.0
Aieleyes4,2,24,16,12.0
AiirGo,2,26,10,13.0
AikiRen,2,28,16,14.0
Ailia,1,3,3,3.0
Aim v2,1,17,11,17.0
AimHigh2,1,17,7,17.0
AimViiPii,1,12,7,12.0
AimedManiaX360,3,38,18,12.67
AimedTwo41,1,4,3,4.0
AimlessGohan,1,5,2,5.0
AimlessLil G,1,13,8,13.0
AimlessWeaksos,1,12,7,12.0
Ain Sof Aur,1,2,2,2.0
Aint It A Shame,2,20,11,10.0
Air Max OG,1,4,2,4.0
Air Ryck,2,44,16,22.0
Air To The King,2,44,16,22.0
AirBombr1,1,15,5,15.0
AirFox360,1,1,1,1.0
AirMedusa51500,1,5,2,5.0
AirMexicano69,1,2,2,2.0
AirPatrick426,1,13,6,13.0
AirStarling1328,3,77,26,25.67
AirThuggin,11,154,31,14.0
Airb0urneEnvy,1,7,5,7.0
AirborneEmu,6,74,20,12.33
AirborneRevival,1,8,6,8.0
Airean Alexis,1,26,15,26.0
Aires Xl,1,5,3,5.0
AirlessCarrot39,2,21,10,10.5
Airroh,1,1,1,1.0
AirsickGecko782,1,12,8,12.0
Airsif Kazegiri,1,10,8,10.0
Airspace zzz,1,12,7,12.0
AirtightTriskit,1,20,10,20.0
Airwags,1,15,8,15.0
AiryFanatic75,1,3,2,3.0
AishePwnDDeeP,1,6,6,6.0
AishePwnDHarD,1,9,6,9.0
Aisset8,2,27,12,13.5
Aitzan,3,37,6,12.33
AivanFTW,1,11,3,11.0
Aj Arnold,5,13,8,2.6
Ajack,5,73,18,14.6
Ajack Prime,1,23,8,23.0
AjarGibbon17348,1,25,9,25.0
Ajax Vanderbilt,1,10,6,10.0
AjaxOptimus42,1,15,6,15.0
Ajay99,2,51,11,25.5
Ajexium,1,2,1,2.0
Ajhad,1,1,1,1.0
AjiN EU,1,8,7,8.0
AjonHernan,1,6,4,6.0
Ajs legacy,1,11,4,11.0
Ajtheking237436,1,10,7,10.0
Ak 5O Cent,1,6,1,6.0
Ak King Asthma,2,19,7,9.5
Ak Plaaya,1,1,1,1.0
Ak1llaTH3hun,3,36,12,12.0
AkChillen,1,14,6,14.0
AkTION iJACKSON,1,4,4,4.0
Akai Dragon,1,1,1,1.0
Akantor HR72,1,3,2,3.0
Akashi Akatsuka,1,15,8,15.0
Akashi MkII,1,39,15,39.0
Akatsubaki IS,2,42,15,21.0
Akatsuki0948,1,20,8,20.0
Akeeeeno,1,15,6,15.0
Akeno Inoue DxD,1,4,4,4.0
AkiIIeZ,1,32,8,32.0
Akid Fox,1,4,3,4.0
AkiiVsTheWorld,2,29,12,14.5
AkimboCamel,1,4,4,4.0
AkimboPachiderm,1,17,6,17.0
AkiraLucifer,2,15,8,7.5
AkiraTheBeast89,2,14,7,7.0
Akiraion,3,39,5,13.0
Akirakillaz,1,10,6,10.0
Akiraprime,1,7,5,7.0
Akiwoh,1,32,17,32.0
